Percent admitted,Admissions yield,Tuition and fees,Control of institution,Degree of urbanization,Total enrollment,Undergraduate enrollment,Graduate enrollment,Asian proportion,Black proportion,Hispanic/Latino proportion,Whie proportion,Student-to-faculty ratio,Full-time retention rate,Undergraduates in state,Undergraduates out of state,Undergraduates foreign,Graduation rate,Average professor salary,Total FTE staff,Total library expenditures per FTE,Total dormitory capacity,Books and supplies 2017-18,Full-time enrollment,Part-time enrollment
,,,Private for-profit,City: Midsize,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,City: Small,20,20,0,0,5,20,65,4,,,,,64,,12,,,,20,0
,,,Private for-profit,City: Large,163,163,0,4,4,10,77,15,94,19,7,0,71,,15,,,,139,24
,,17410,Private for-profit,City: Large,491,491,0,4,3,15,26,13,32,,,,23,,57,258,82,1500,366,125
,,,Private for-profit,City: Large,,,,,,,,,,,,,76,,,,,,,
,,5998,Public,Rural: Fringe,1417,1417,0,1,1,28,60,15,27,,,,38,,215,207,,1039,839,578
,,3699,Public,City: Small,5205,5205,0,1,1,12,72,19,57,1005,91,0,20,81810,439,264,330,1800,2377,2828
,,4500,Public,Suburb: Midsize,10279,10279,0,2,1,26,49,19,56,2035,28,0,15,,803,235,,1200,4722,5557
,,4614,Public,Suburb: Large,6326,6326,0,3,2,12,65,22,57,994,36,0,21,,519,252,,1800,2669,3657
,,4014,Public,Rural: Fringe,819,819,0,2,1,16,67,10,44,112,20,0,20,,121,367,,1473,362,457
,,,Private for-profit,City: Midsize,69,69,0,0,1,23,70,15,93,,,,72,,6,,,,69,0
94,47,,Private for-profit,City: Large,448,448,0,5,6,26,54,33,74,,,,80,,51,,,,448,0
49,17,30270,Private not-for-profit,City: Large,5125,1380,3745,4,15,5,53,17,72,100,116,4,48,60492,464,364,573,900,3895,1230
76,100,,Private for-profit,Suburb: Large,322,322,0,8,16,7,69,10,96,,,,45,,21,,,,322,0
,,,Private for-profit,City: Large,249,249,0,2,3,7,79,10,,,,,,,26,,,,0,249
98,33,8362,Public,Town: Remote,3016,2737,279,2,2,10,73,17,68,211,110,6,31,76237,357,767,423,1425,1762,1254
,,,Private for-profit,City: Large,96,96,0,2,26,19,51,14,65,,,,62,,12,,,,96,0
82,56,14830,Private not-for-profit,City: Midsize,93,86,7,4,15,9,58,5,53,,,,14,,24,,156,800,69,24
82,27,35016,Private not-for-profit,Town: Fringe,4076,2698,1378,4,2,10,71,14,83,314,285,6,72,80416,627,603,1312,950,3121,955
,,,Private for-profit,City: Small,36,36,0,0,0,3,89,6,81,,,,79,,7,,,,36,0
,,,Private for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,4650,Public,Rural: Fringe,7637,7637,0,2,2,13,65,16,54,,,,13,,674,391,150,1389,3482,4155
71,12,46988,Private not-for-profit,City: Large,3339,2106,1233,5,3,10,65,11,83,,,,80,121346,725,1379,1428,1050,2942,397
81,21,41682,Private not-for-profit,Town: Distant,1535,1535,0,5,2,16,58,10,81,,,,78,81063,355,1220,1273,900,1505,30
,,4731,Public,City: Small,5830,5830,0,2,1,10,62,18,55,1242,39,19,18,,565,177,,870,2730,3100
,,,Private for-profit,City: Small,74,74,0,1,9,12,58,15,67,,,,62,,8,,,,74,0
,,,Private not-for-profit,Suburb: Large,743,364,379,4,3,9,63,5,,,,,71,,132,923,,,328,415
,,,Private for-profit,City: Small,49,49,0,2,0,8,78,7,93,,,,73,,8,,,,49,0
,,,Private for-profit,Suburb: Large,50,50,0,0,6,10,72,13,83,,,,59,,7,,,,50,0
78,100,21404,Private not-for-profit,Town: Fringe,175,53,122,10,0,29,45,3,100,,,,33,57639,42,3526,144,1000,159,16
,,5126,Public,Suburb: Large,8680,8680,0,7,3,14,50,19,60,,,,26,,562,251,,1560,3129,5551
65,49,24680,Private not-for-profit,City: Large,654,394,260,3,4,8,75,10,57,,,,32,60136,167,654,219,1000,493,161
,,,Private not-for-profit,City: Large,597,38,559,7,2,6,64,2,,,,,,74685,207,570,,,540,57
69,36,28680,Private not-for-profit,City: Midsize,798,605,193,5,4,6,71,15,62,,,,55,58316,128,513,201,900,539,259
,,,Public,City: Large,2895,776,2119,11,2,8,69,9,,,,,,155810,7659,3253,,,1743,1152
61,41,9982,Public,Town: Remote,5486,5380,106,7,2,11,66,15,79,263,69,0,45,87676,466,584,672,1250,2319,3167
97,18,33200,Private not-for-profit,Suburb: Large,143,109,34,1,1,10,71,6,50,3,9,1,55,57282,40,,20,1800,124,19
79,33,10797,Public,City: Small,30896,25838,5058,7,1,9,61,18,85,2631,1114,74,65,123334,5555,557,5134,1200,22402,8494
83,23,11931,Public,City: Midsize,22887,19340,3547,6,2,11,59,17,86,1854,1821,260,72,131726,4667,1039,4793,1125,20944,1943
95,21,36440,Private not-for-profit,City: Large,512,418,94,4,2,6,50,10,68,,,,31,34129,139,734,130,1000,470,42
84,19,42594,Private not-for-profit,Suburb: Large,3893,1876,2017,14,2,10,53,10,79,158,264,2,64,86233,794,762,1141,1050,3703,190
,,,Private for-profit,City: Small,59,59,0,0,2,10,76,8,82,,,,73,,8,,,,59,0
,,,Private for-profit,City: Small,99,99,0,0,1,19,70,9,93,,,,70,,13,,,,99,0
,,,Private for-profit,Suburb: Midsize,39,39,0,3,3,26,56,7,71,,,,61,,8,,,,39,0
,,,Private for-profit,Suburb: Large,134,134,0,4,6,7,83,19,76,,,,66,,13,,,,134,0
,,,Private for-profit,Suburb: Large,42,42,0,0,5,21,74,11,39,,,,77,,7,,,,42,0
,,4088,Public,City: Large,28005,28005,0,8,5,12,57,21,67,,,,15,,2065,230,,1689,11542,16463
92,31,8783,Public,City: Large,26693,21167,5526,9,3,13,56,20,72,1421,469,20,49,108800,2730,396,,1263,16624,10069
70,13,44026,Private not-for-profit,City: Large,4396,3883,513,12,1,12,58,12,88,,,,82,97067,846,635,2179,930,3909,487
36,21,54200,Private not-for-profit,City: Large,1470,1447,23,6,2,10,59,9,88,35,314,62,80,112379,514,3512,966,1050,1408,62
,,4344,Public,Rural: Fringe,4610,4610,0,1,1,15,70,17,53,,,,11,,409,338,,1200,1809,2801
,,,Private for-profit,Town: Remote,20,20,0,0,0,5,95,9,69,,,,64,,3,,,,20,0
,,13338,Private for-profit,Suburb: Large,1036,1036,0,2,3,18,70,9,,,,,58,,178,,,,647,389
,,,Private for-profit,Suburb: Midsize,,,,,,,,,,,,,,,,,,,,
78,33,9287,Public,Suburb: Midsize,6191,5523,668,1,2,9,49,21,72,357,365,0,38,79293,600,636,1200,999,3840,2351
,,5942,Public,Town: Remote,2099,2099,0,2,1,11,66,15,54,468,151,3,41,65133,249,222,395,1500,1250,849
,,5445,Public,Town: Distant,1793,1793,0,1,1,29,61,12,49,,,,28,,207,209,142,2900,851,942
,,4991,Public,Rural: Fringe,1909,1909,0,1,2,7,79,17,47,,,,20,,260,281,,1800,800,1109
95,13,24500,Private not-for-profit,City: Large,409,400,9,5,10,34,36,9,62,,,,39,64360,124,490,225,1006,405,4
33,31,31640,Private not-for-profit,City: Midsize,1187,1021,166,2,1,3,74,14,79,,,,50,64139,189,180,555,800,1001,186
,,,Private for-profit,Town: Remote,40,40,0,0,3,13,65,20,89,,,,41,,5,,,,40,0
,,,Private not-for-profit,City: Large,736,0,736,13,3,4,73,,,,,,,50547,94,626,,,89,647
89,11,48158,Private not-for-profit,City: Midsize,2498,1948,550,7,2,10,57,11,86,120,318,0,73,116725,629,1346,1421,970,2436,62
81,31,9198,Public,Town: Fringe,5336,4759,577,4,3,15,62,15,72,,,,44,81435,777,547,1374,1299,4375,961
,,,Private not-for-profit,City: Large,1050,48,1002,2,2,2,50,14,,,,,,88009,224,682,,,888,162
,,,Private not-for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
,,,Private for-profit,Suburb: Small,61,61,0,0,11,31,57,8,60,,,,50,,6,,,,45,16
,,,Private for-profit,Suburb: Large,,,,,,,,,,,,,,,,,,,,
88,46,21126,Private not-for-profit,Suburb: Large,335,331,4,2,15,7,70,6,76,62,30,2,51,87930,112,1707,300,750,317,18
,,,Private not-for-profit,City: Large,26,0,26,0,0,8,54,,,,,,,,26,,,,26,0
50,11,43454,Private not-for-profit,City: Small,2036,2015,21,3,21,12,52,15,69,,,,53,73133,378,500,1513,1000,1993,43
,,,Private for-profit,Suburb: Large,306,306,0,0,71,11,14,20,60,,,,62,,35,,,,306,0
,,4198,Public,City: Large,16147,16147,0,3,18,3,60,19,59,,,,14,67762,1164,244,,1500,5669,10478
68,14,45970,Private not-for-profit,Town: Distant,1802,1802,0,3,9,9,70,10,81,226,245,13,75,96024,462,783,1860,1000,1752,50
,,,Private for-profit,City: Midsize,28,28,0,0,18,32,39,4,75,,,,71,,11,,,,28,0
74,21,35900,Private not-for-profit,Suburb: Large,3315,2345,970,3,4,11,72,14,81,,,,70,90654,462,265,1262,1134,2233,1082
,,,Private for-profit,City: Small,53,53,0,0,0,4,94,8,83,,,,53,,7,,,,41,12
71,24,33640,Private not-for-profit,City: Small,2838,2251,587,2,10,9,66,13,77,255,116,0,60,80937,390,395,1022,1500,1904,934
,,,Private for-profit,Suburb: Large,115,115,0,7,27,12,43,7,81,,,,72,,25,,,,97,18
,,,Private not-for-profit,Suburb: Large,8864,8354,510,2,3,1,43,138,,,,,,144526,216,67,,,0,8864
,,19890,Private for-profit,Suburb: Large,71,71,0,3,6,10,75,13,81,,,,76,,10,,55,2373,71,0
,,,Private for-profit,Suburb: Midsize,,,,,,,,,,,,,,,,,,,,
,,17914,Private for-profit,City: Large,842,842,0,1,25,16,12,11,24,,,,30,,100,106,135,1500,431,411
,,,Private for-profit,Suburb: Large,130,130,0,0,10,0,88,10,60,,,,59,,23,,,,130,0
,,17626,Private for-profit,City: Large,431,431,0,2,19,7,63,9,53,,,,29,,66,,154,1500,284,147
,,,Private for-profit,Suburb: Large,304,304,0,1,8,23,64,19,57,15,6,0,62,,36,,,,293,11
55,79,23890,Private not-for-profit,Suburb: Large,741,503,238,1,6,4,86,11,64,,,,65,38210,104,263,378,1000,489,252
,,5880,Public,Suburb: Large,2506,2506,0,1,7,2,81,17,45,,,,25,68409,192,219,,1200,865,1641
62,10,42330,Private not-for-profit,Suburb: Large,3811,2390,1421,7,9,6,63,11,78,,,,66,94525,656,368,1339,1500,2696,1115
,,,Private not-for-profit,Suburb: Large,227,0,227,14,23,1,30,,,,,,,50888,32,719,,,139,88
85,69,,Private not-for-profit,City: Large,141,141,0,1,28,1,62,10,72,20,0,0,90,,47,,,,141,0
73,26,10500,Public,City: Small,9260,8579,681,1,8,7,79,19,74,1655,192,14,58,111629,1080,415,3857,1200,8199,1061
91,33,15380,Private for-profit,City: Large,352,352,0,5,14,0,71,30,81,,,,79,,28,,,1632,352,0
38,32,50500,Private not-for-profit,Suburb: Large,1640,1334,306,11,6,8,43,8,92,37,233,84,83,136865,670,2242,1264,1000,1586,54
31,31,53986,Private not-for-profit,Town: Distant,3678,3611,67,5,3,7,73,9,94,191,724,58,90,124504,1347,1443,3361,900,3628,50
,,4418,Public,Rural: Fringe,7784,7784,0,4,5,7,69,14,70,,,,17,68587,683,252,,1700,2641,5143
,,,Private for-profit,Suburb: Large,72,72,0,4,11,0,83,10,100,,,,85,,7,,,,58,14
,,,Private for-profit,Town: Fringe,20,20,0,0,0,10,90,10,77,14,0,0,88,,6,,,,20,0
,,4800,Public,Town: Fringe,3338,3338,0,1,4,2,90,16,60,763,1,0,25,78225,341,228,,1300,1552,1786
73,19,31350,Private not-for-profit,Suburb: Large,2305,1686,619,3,18,9,60,12,68,332,126,0,58,83548,347,383,911,1200,1539,766
96,31,10840,Public,Suburb: Small,7788,5557,2231,1,12,3,74,20,73,906,72,3,52,111918,724,353,2248,1000,5424,2364
92,30,28596,Private not-for-profit,City: Large,2248,1365,883,2,16,2,69,12,78,227,14,0,57,75634,338,340,444,1400,1255,993
22,37,53910,Private not-for-profit,City: Large,13869,6533,7336,18,3,5,25,10,96,179,1188,308,89,160803,5234,1150,4146,1000,12972,897
63,28,38092,Private not-for-profit,City: Midsize,1664,1433,231,3,8,14,59,10,82,,,,50,84761,292,542,495,2000,998,666
79,48,18174,Private for-profit,Suburb: Large,1224,1196,28,3,21,4,61,10,47,154,8,0,45,59159,143,426,403,1500,322,902
55,23,36510,Private not-for-profit,City: Large,2269,1208,1061,3,8,3,67,10,85,197,76,0,63,86342,456,339,739,1000,1687,582
96,17,35180,Private not-for-profit,City: Large,1846,1364,482,2,31,8,43,10,79,,,,55,81078,259,262,537,1150,1332,514
,,12104,Public,Suburb: Large,755,723,32,1,77,5,2,13,56,148,66,0,26,109712,156,996,645,1500,695,60
,,,Private for-profit,City: Large,586,586,0,5,25,33,28,14,74,131,4,0,67,,56,,,,586,0
0,,,Private not-for-profit,Suburb: Large,158,158,0,0,4,0,92,10,,,,,,,22,,,,158,0
95,34,10890,Public,Town: Remote,5225,4321,904,1,7,3,83,18,74,810,64,1,50,113030,610,589,1750,1260,3733,1492
89,61,,Private for-profit,City: Small,228,228,0,1,0,3,93,11,88,,,,85,,32,,,,228,0
,,,Private for-profit,City: Small,114,114,0,5,12,50,26,15,72,,,,59,,18,,,,108,6
3,80,2675,Private not-for-profit,City: Large,172,131,41,19,6,3,34,2,100,,,,78,,102,2818,88,1958,172,0
,,14550,Private for-profit,City: Large,151,151,0,0,36,0,64,12,87,,,,86,,16,,,2050,111,40
,,5291,Public,Suburb: Large,11030,11030,0,5,28,4,56,17,58,2696,20,0,17,94986,733,156,,1750,3141,7889
66,26,38000,Private not-for-profit,Suburb: Large,2422,1992,430,1,8,7,67,14,71,221,196,1,56,84861,414,268,1023,1000,1891,531
49,21,52955,Private not-for-profit,City: Small,2382,2382,0,3,5,8,65,9,90,112,402,93,83,108799,899,1328,2071,1170,2346,36
,,,Public,City: Small,195,0,195,4,4,8,68,,,,,,,171050,67,3702,,,194,1
,,16029,Private for-profit,Suburb: Small,229,229,0,0,5,5,85,13,84,47,29,0,100,,49,,,3290,214,15
79,15,52002,Private not-for-profit,City: Large,24190,15534,8656,14,8,6,52,11,89,,,,71,156583,4986,553,4143,1700,18014,6176
72,30,36394,Private not-for-profit,City: Large,9190,5942,3248,3,5,3,79,13,86,1058,477,25,80,111398,1816,726,3735,1400,8708,482
84,17,10098,Public,City: Small,6742,6051,691,2,16,12,63,22,70,979,305,8,48,111181,673,320,3000,1298,5841,901
66,33,32145,Private not-for-profit,Suburb: Large,3291,1887,1404,2,23,13,49,10,75,222,156,3,63,73994,493,341,1072,1300,1944,1347
93,32,10282,Public,Town: Fringe,5574,4290,1284,1,7,3,82,18,66,725,115,6,43,112166,649,515,2122,1300,4523,1051
74,18,45350,Private not-for-profit,Suburb: Large,1735,1671,64,3,3,4,85,11,87,291,112,8,75,94313,463,486,1451,1100,1693,42
,,,Private for-profit,Suburb: Small,41,41,0,2,5,24,68,18,80,,,,68,,4,,,,41,0
,,,Private for-profit,Suburb: Midsize,84,84,0,0,17,23,55,28,65,,,,62,,6,,,,56,28
,,,Private for-profit,Suburb: Large,78,78,0,5,9,27,55,21,83,,,,74,,6,,,,54,24
,,,Private for-profit,Town: Distant,46,46,0,2,7,4,67,20,89,,,,76,,4,,,,46,0
,,,Private for-profit,Town: Distant,52,52,0,0,2,4,85,22,84,,,,63,,4,,,,52,0
,,,Private for-profit,Suburb: Large,103,103,0,2,16,39,28,18,81,,,,81,,8,,,,76,27
,,,Private for-profit,Suburb: Large,129,129,0,1,85,6,5,21,65,,,,47,,9,,,,106,23
,,,Private for-profit,Suburb: Large,141,141,0,4,8,11,70,30,77,,,,73,,7,,,,97,44
,,,Private for-profit,Suburb: Large,28,28,0,0,4,11,68,11,80,,,,79,,4,,,,26,2
,,,Private for-profit,Suburb: Large,123,123,0,5,15,15,54,26,66,,,,63,,8,,,,80,43
,,,Private for-profit,Suburb: Large,119,119,0,1,13,49,30,21,86,,,,65,,7,,,,76,43
,,13770,Private for-profit,Suburb: Midsize,295,295,0,2,4,1,90,9,85,,,,65,,36,,,1500,295,0
,,,Private not-for-profit,Suburb: Small,111,0,111,0,5,5,87,,,,,,,47442,23,2211,,,30,81
100,71,5870,Private not-for-profit,City: Large,147,66,81,15,54,1,7,15,78,,,,,21214,16,,,400,86,61
,,18585,Private not-for-profit,Suburb: Large,200,200,0,6,14,5,74,10,100,,,,100,,21,,,1000,200,0
34,28,54380,Private not-for-profit,City: Small,2283,2283,0,5,6,10,57,9,92,,,,86,111951,833,1538,2313,1200,2263,20
80,17,30932,Private not-for-profit,City: Small,4149,3076,1073,2,4,2,69,13,85,420,179,46,68,96395,692,327,1390,1080,3140,1009
69,26,26070,Private not-for-profit,Suburb: Large,1598,1417,181,1,9,1,81,14,80,219,80,0,69,56817,287,374,942,900,1390,208
46,25,52640,Private not-for-profit,City: Small,2411,2411,0,2,4,8,75,9,90,185,496,39,84,110228,822,1385,2280,500,2404,7
,,,Private for-profit,City: Large,144,144,0,1,30,22,22,23,70,,,,60,,10,,,,102,42
,,,Private not-for-profit,Suburb: Large,247,82,165,0,1,1,84,17,,,,,,,35,,,,55,192
80,45,17254,Private not-for-profit,Town: Distant,2373,2373,0,2,1,1,92,13,89,344,287,5,83,,,581,2309,1000,2315,58
94,27,33600,Private not-for-profit,Suburb: Large,2808,2081,727,5,21,5,63,11,84,,,,49,83436,425,287,560,1300,2604,204
,,23670,Private not-for-profit,Suburb: Large,1481,1481,0,1,50,11,29,10,62,261,32,5,17,61379,284,258,290,1500,1062,419
,,6473,Public,City: Small,18681,18681,0,3,10,12,67,15,56,3085,23,0,11,73969,1422,263,,1800,5516,13165
20,39,52994,Private not-for-profit,Suburb: Large,1296,1296,0,12,7,9,57,8,97,44,257,48,93,120379,601,3427,1311,1194,1294,2
,,16836,Private not-for-profit,Suburb: Small,183,183,0,2,10,4,64,8,90,90,1,0,83,,32,,350,,182,1
71,36,30346,Private not-for-profit,City: Large,3081,2093,988,4,12,4,63,15,78,322,38,1,55,83357,346,313,276,1090,1786,1295
69,56,19650,Private for-profit,City: Large,52,52,0,4,29,17,40,8,89,,,,43,,16,,,900,48,4
,,,Private for-profit,City: Large,250,250,0,2,45,4,30,11,61,32,1,0,48,,36,,,,250,0
83,15,27350,Private not-for-profit,Suburb: Large,2481,1482,999,2,12,5,74,9,78,,,,62,52643,362,386,568,2066,1065,1416
91,27,12119,Public,Town: Distant,12431,10258,2173,1,11,4,72,18,72,2266,142,22,56,111746,1384,386,3746,1100,10445,1986
,,10781,Private not-for-profit,Town: Fringe,46,46,0,2,0,0,96,6,,,,,,,9,,,2050,46,0
76,68,,Private for-profit,Suburb: Midsize,396,396,0,3,10,7,78,11,76,,,,74,,57,,,,396,0
,,,Private for-profit,City: Small,169,169,0,0,21,18,56,11,77,,,,71,,11,,,,117,52
96,61,18567,Private not-for-profit,City: Small,451,451,0,1,2,7,87,10,68,,,,64,,86,,38,1700,385,66
71,21,43875,Private not-for-profit,Town: Distant,1495,1485,10,3,3,5,74,12,81,,,,84,84498,393,684,1277,1000,1408,87
94,15,26670,Private not-for-profit,Suburb: Large,1523,1456,67,1,8,8,63,11,72,264,67,0,39,70964,250,289,447,200,1072,451
71,20,35830,Private not-for-profit,City: Small,2469,2198,271,2,3,6,74,13,73,391,187,46,67,95841,461,530,1075,1250,2099,370
,,,Private for-profit,Town: Distant,8,8,0,0,0,0,100,8,80,,,,93,,3,,,,8,0
83,27,9987,Public,Town: Fringe,8329,7489,840,1,7,9,77,19,74,1375,218,12,53,107308,939,436,4097,1684,7346,983
97,20,27720,Private not-for-profit,Suburb: Large,1535,1378,157,2,9,3,63,12,67,186,27,14,50,77195,276,436,560,1200,1242,293
79,20,29500,Private not-for-profit,City: Large,5197,3821,1376,5,19,15,54,11,76,711,312,26,67,114207,814,460,1785,1000,3592,1605
,,15160,Private not-for-profit,City: Small,1604,1604,0,1,16,11,61,16,,352,79,3,27,53112,261,120,338,1500,1169,435
31,26,51600,Private not-for-profit,Suburb: Large,2594,2594,0,4,5,7,66,10,95,113,506,61,90,144597,856,1789,2371,1000,2551,43
72,59,22580,Private not-for-profit,Suburb: Large,2207,1791,416,1,13,3,55,16,76,,,,57,56571,266,451,500,1000,918,1289
,,,Private not-for-profit,City: Small,96,0,96,0,24,3,73,,,,,,,63051,31,2958,21,,60,36
,,,Private for-profit,Suburb: Large,185,185,0,1,3,15,63,20,82,,,,82,,7,,,,23,162
,,10800,Private for-profit,Suburb: Large,163,163,0,5,4,7,83,9,87,,,,87,,23,,,1450,72,91
,,,Private for-profit,Suburb: Large,54,54,0,4,4,2,89,12,90,,,,67,,3,,,,18,36
73,23,42180,Private not-for-profit,Suburb: Small,1910,1756,154,2,4,6,81,10,81,366,87,13,73,81643,388,648,1301,1150,1704,206
,,3990,Public,Suburb: Large,6956,6956,0,2,7,22,58,18,58,1395,2,0,17,71054,431,281,,2000,2476,4480
,,11260,Private for-profit,Suburb: Large,724,724,0,2,8,48,33,10,51,,,,38,,86,,,1755,448,276
25,35,50740,Private not-for-profit,City: Small,7017,5075,1942,7,3,7,59,9,96,,,,86,159537,1814,1161,2519,1000,6233,784
,,,Private for-profit,Suburb: Large,91,91,0,0,11,11,78,13,89,,,,87,,13,,,,59,32
,,,Private for-profit,Suburb: Large,444,444,0,0,13,35,45,21,76,104,4,0,64,,44,,,,444,0
,,,Private for-profit,City: Large,246,246,0,4,41,25,19,24,53,70,20,0,44,,23,,,,227,19
80,23,11379,Public,Suburb: Large,2266,2002,264,0,84,3,1,15,68,255,390,19,46,99405,367,373,1810,1597,2022,244
89,29,10576,Public,Town: Distant,3827,3472,355,1,9,2,82,17,70,752,33,5,55,108767,507,378,1398,1700,3406,421
57,75,15315,Private not-for-profit,Suburb: Large,92,92,0,0,3,0,87,14,50,,,,63,,11,,,2050,90,2
,,,Private not-for-profit,City: Small,285,0,285,1,25,2,69,,,,,,,54098,60,3303,109,,157,128
,,,Private not-for-profit,City: Large,,,,,,,,,,,,,,,,,,,,
,,5160,Public,Suburb: Large,5360,5360,0,1,5,14,67,16,50,1224,1,0,18,72741,435,136,,2000,2333,3027
64,23,38618,Private not-for-profit,City: Small,1217,1217,0,1,12,10,62,12,80,143,125,14,67,87286,311,987,1163,1200,1199,18
93,30,17029,Private not-for-profit,Suburb: Large,632,632,0,3,36,14,40,10,59,177,7,0,20,60347,114,404,88,1250,428,204
89,22,12316,Public,Town: Distant,1882,1826,56,1,10,4,81,12,71,324,55,0,50,113725,335,415,1319,2000,1656,226
75,27,33940,Private not-for-profit,City: Small,2945,1960,985,2,3,6,73,12,86,297,152,0,69,98562,569,524,963,1000,2587,358
,,11292,Private for-profit,Rural: Fringe,168,168,0,0,4,24,67,10,49,,,,56,,18,,,65,114,54
,,14980,Private for-profit,City: Large,343,343,0,0,2,4,90,26,68,,,,75,,25,,,860,343,0
,,,Private for-profit,City: Large,142,142,0,11,27,1,51,9,,,,,,,21,,,,142,0
70,23,36320,Private not-for-profit,City: Small,2759,2452,307,1,5,4,71,14,82,,,,68,85571,476,412,1900,1200,2563,196
77,34,34160,Private not-for-profit,Suburb: Large,3331,2759,572,2,3,5,82,12,88,432,213,20,81,92750,738,559,2383,1280,2789,542
100,67,12097,Private not-for-profit,City: Large,23,23,0,9,83,4,4,8,67,,,,20,,6,,,1000,19,4
79,26,11858,Public,Suburb: Large,7720,6758,962,2,8,10,75,19,77,1212,130,9,62,112564,886,480,2233,1000,5897,1823
79,32,31660,Private not-for-profit,Suburb: Large,2708,2146,562,1,3,3,87,12,85,283,157,0,76,88455,473,468,993,1250,1998,710
,,5730,Public,Suburb: Large,10392,10392,0,6,14,7,60,16,63,,,,21,74820,728,202,,1300,3518,6874
54,21,39833,Private not-for-profit,City: Large,404,373,31,3,19,6,55,7,77,44,45,0,57,58031,121,573,208,2000,375,29
76,21,42024,Private not-for-profit,City: Small,2446,2083,363,2,5,10,72,11,82,323,137,3,63,84813,474,462,1227,1200,1947,499
61,25,22430,Private not-for-profit,Town: Fringe,1740,1688,52,1,2,1,73,11,59,,,,43,73005,233,323,540,2500,1033,707
48,25,50830,Private not-for-profit,City: Midsize,2367,2367,0,3,4,7,74,10,91,140,398,26,86,100469,632,888,1965,1300,2279,88
,,,Private for-profit,City: Large,424,424,0,1,73,17,5,30,60,120,1,0,52,,36,,,,424,0
96,25,30050,Private not-for-profit,Suburb: Large,2715,2085,630,1,21,5,51,14,77,217,140,3,57,81130,327,373,807,1488,1634,1081
100,66,,Private for-profit,Rural: Fringe,763,763,0,0,7,4,88,16,73,,,,75,,79,,,,763,0
,,4230,Public,Suburb: Large,9921,9921,0,2,13,22,57,19,59,1936,50,24,18,79100,899,196,578,1800,4415,5506
80,50,16300,Private not-for-profit,Suburb: Large,76,76,0,0,4,0,86,10,100,,,,80,,14,,,1500,66,10
57,60,,Private not-for-profit,City: Large,289,289,0,3,35,11,25,16,84,,,,82,,55,,,,237,52
,,,Private not-for-profit,Suburb: Large,1141,0,1141,20,4,3,61,,,,,,,98364,301,197,,,1077,64
,,13230,Private not-for-profit,Suburb: Large,447,447,0,2,52,2,15,11,79,,,,40,,70,265,,1050,261,186
89,29,15190,Public,Suburb: Midsize,4502,4345,157,3,3,3,77,15,84,812,103,134,65,118971,633,299,1541,1840,4169,333
,,,Public,Suburb: Large,387,0,387,10,5,5,59,,,,,,,140666,91,2773,,,76,311
,,,Public,Suburb: Large,929,0,929,12,2,4,49,,,,,,,,1965,3963,,,886,43
77,31,13694,Public,Rural: Fringe,595,595,0,1,3,3,86,11,78,129,2,1,47,105660,102,1121,,1840,484,111
74,32,13324,Public,Suburb: Large,490,490,0,1,6,2,69,10,55,54,11,0,24,104067,76,2063,,1840,241,249
82,29,13568,Public,Rural: Fringe,467,456,11,1,5,4,77,11,81,97,6,0,60,105557,94,1454,,1840,387,80
78,38,14460,Public,Suburb: Large,1029,1029,0,7,4,7,76,15,76,250,9,2,38,127098,126,736,,1840,904,125
,,,Public,City: Small,,,,,,,,,,,,,,,149,,,,,
85,23,14460,Public,Suburb: Large,919,900,19,8,6,14,59,14,81,221,12,14,55,92429,133,838,,1840,739,180
92,25,15190,Public,City: Small,3482,3482,0,3,6,6,74,15,82,929,198,144,64,107284,474,202,901,1840,3374,108
81,29,13694,Public,Suburb: Large,655,655,0,3,7,4,69,13,76,139,30,15,46,110867,125,1016,211,1840,563,92
